"gps_geohash_08","gps_ghash_lon","gps_ghash_lat","mean_dbm","events"
"ezjqh16b","-3.687458","40.436638","-94.82222222222222","92"
"ezjq5byv","-3.6929512","40.434753","-95.09782608695652","92"
"ezjq5bzg","-3.691578","40.43441","-90.79120879120879","91"
"ezjq5fn0","-3.6939812","40.440758","-93.57777777777778","91"
"ezjqh40d","-3.690548","40.4411","-78.35164835164835","91"
"ezjq5bu7","-3.6963844","40.43441","-85.61538461538461","91"
"ezjq5cwt","-3.6932945","40.438873","-99.81111111111112","91"
"ezjq5cvd","-3.6946678","40.439728","-98.72527472527473","91"
"ezjq5chg","-3.6956978","40.435783","-97.81111111111112","90"
"ezjq5czr","-3.6922646","40.44059","-80.72222222222223","90"
"ezjqh0bu","-3.6902046","40.434578","-91.29213483146067","89"
"ezjqh08y","-3.6902046","40.433548","-89.78651685393258","89"
"ezjq5cwr","-3.6936378","40.439217","-99.2159090909091","88"
"ezjqh41h","-3.6898613","40.441444","-94.44827586206897","88"
"ezjqh09r","-3.689518","40.433723","-89.20454545454545","88"
"ezjq5cj7","-3.6950111","40.435783","-85.79545454545455","88"
"ezjq5cjz","-3.6943245","40.43647","-97.0","88"
"ezjq5cmj","-3.6953545","40.4375","-95.56818181818181","88"
"ezjq5cev","-3.697071","40.438873","-91.375","88"
"ezjq5cjk","-3.6950111","40.43595","-91.8735632183908","87"
"ezjq5ceb","-3.697071","40.43801","-82.7816091954023","87"
"ezjq5cnr","-3.6936378","40.43647","-99.91954022988506","87"
"ezjqh0ev","-3.6860847","40.43338","-105.47126436781609","87"
"ezjq5fhr","-3.6963844","40.441963","-105.3103448275862","87"
"ezjq5cvk","-3.6950111","40.44007","-109.36046511627907","86"
"ezjq5ck4","-3.6967278","40.43698","-96.1046511627907","86"
"ezjq5byk","-3.6936378","40.434578","-105.72093023255815","86"
"ezjq5cnx","-3.6932945","40.43647","-101.8","85"
"ezjq5fhg","-3.6956978","40.441277","-103.50588235294117","85"
"ezjqh176","-3.6867714","40.43698","-101.48235294117647","85"
"ezjq5c52","-3.6977577","40.435265","-100.17647058823529","85"
"ezjqh1bf","-3.6902046","40.439728","-79.14117647058823","85"
"ezjq5cyg","-3.6929512","40.439903","-96.86904761904762","84"
"ezjqh0by","-3.6902046","40.43492","-92.17073170731707","83"
"ezjqh0bv","-3.6902046","40.434753","-91.72289156626506","83"
"ezjq5cew","-3.6974144","40.43904","-86.10843373493977","83"
"ezjqh172","-3.6867714","40.436638","-89.6144578313253","83"
"ezjq5cve","-3.6946678","40.439903","-97.65060240963855","83"
"ezjqh412","-3.689518","40.440758","-97.75903614457832","83"
"ezjq5cz8","-3.6919212","40.439384","-85.39024390243902","82"
"ezjq5ckx","-3.696041","40.437843","-91.5625","81"
"ezjqh14w","-3.6878014","40.436295","-83.12345679012346","81"
"ezjq5fpj","-3.6926079","40.44162","-82.92592592592592","81"
"ezjq5bzn","-3.6926079","40.43492","-95.975","80"
"ezjqh1fq","-3.6881447","40.440414","-98.35","80"
"ezjqh0ez","-3.6860847","40.433723","-79.7875","80"
"ezjqh1dy","-3.687458","40.43904","-95.4","80"
"ezjqh1ft","-3.6878014","40.440247","-95.85","80"
"ezjqh0ep","-3.6871147","40.433723","-82.82278481012658","79"
"ezjqh1d1","-3.688488","40.438187","-84.22784810126582","79"
"ezjq5ctq","-3.6950111","40.43904","-99.77215189873418","79"
"ezjq5bxp","-3.6926079","40.433723","-100.50632911392405","79"
"ezjqh4hr","-3.685398","40.441963","-94.83544303797468","79"
"ezjqh1c5","-3.6898613","40.439903","-82.13924050632912","79"
"ezjq5cy5","-3.6939812","40.439903","-95.0632911392405","79"
"ezjqh15k","-3.6867714","40.43595","-86.25641025641026","78"
"ezjq5ckw","-3.696041","40.437668","-89.58441558441558","78"
"ezjq5cv1","-3.6953545","40.43956","-100.03896103896103","77"
"ezjqh1u5","-3.6857414","40.439903","-101.16883116883118","77"
"ezjqh161","-3.688488","40.436813","-88.51948051948052","77"
"ezjq5cgr","-3.6977577","40.44059","-91.11688311688312","77"
"ezjq5cwm","-3.6936378","40.438873","-103.77631578947368","76"
"ezjqh413","-3.689518","40.440933","-102.15789473684211","76"
"ezjqh1hh","-3.6857414","40.43595","-115.05263157894737","76"
"ezjqh416","-3.689518","40.4411","-105.22368421052632","76"
"ezjq5byg","-3.6929512","40.43441","-100.02702702702703","75"
"ezjqh08z","-3.6902046","40.433723","-83.54666666666667","75"
"ezjq5byu","-3.6929512","40.434578","-101.68","75"
"ezjq5cmf","-3.6943245","40.43698","-97.93333333333334","75"
"ezjqh1dt","-3.6878014","40.438873","-94.0945945945946","75"
"ezjqh1ex","-3.686428","40.439217","-98.84","75"
"ezjqh1fy","-3.687458","40.440414","-104.49333333333334","75"
"ezjqh0ej","-3.6871147","40.43338","-90.01333333333334","75"
"ezjqh0sn","-3.6857414","40.433548","-97.14864864864865","75"
"ezjq5cyk","-3.6936378","40.44007","-95.39189189189189","75"
"ezjq5fnq","-3.6936378","40.441788","-81.93333333333334","75"
"ezjqh1e5","-3.6871147","40.43853","-102.37333333333333","75"
"ezjqh107","-3.6908913","40.435783","-98.32432432432432","74"
"ezjqh1hp","-3.6857414","40.43647","-95.375","74"
"ezjq5cn5","-3.6939812","40.435783","-91.16216216216216","74"
"ezjqh1ch","-3.6898613","40.44007","-80.4054054054054","74"
"ezjq5c5u","-3.697071","40.43595","-96.72972972972973","74"
"ezjq5fnv","-3.6929512","40.44162","-84.48648648648648","74"
"ezjq5fj8","-3.6946678","40.440758","-88.34246575342466","73"
"ezjqh115","-3.6898613","40.435783","-89.65277777777777","73"
"ezjqh0c1","-3.6898613","40.434067","-86.47945205479452","73"
"ezjqh0bq","-3.6908913","40.43492","-91.47945205479452","73"
"ezjq5cz2","-3.6922646","40.439384","-89.68493150684931","73"
"ezjqh128","-3.690548","40.436638","-87.8169014084507","72"
"ezjqh1bq","-3.6908913","40.440414","-79.52777777777777","72"
"ezjq5fn2","-3.6936378","40.440758","-92.13888888888889","72"
"ezjq5buh","-3.6967278","40.434578","-93.98591549295774","72"
"ezjqh1du","-3.687458","40.438698","-91.25","72"
"ezjqh452","-3.6867714","40.440758","-98.63888888888889","72"
"ezjqh16d","-3.6878014","40.43698","-90.43055555555556","72"
"ezjqh1cf","-3.6888313","40.439728","-89.45833333333333","72"
"ezjq5fnz","-3.6929512","40.441963","-106.01408450704226","71"
"ezjqh1hr","-3.685398","40.43647","-82.88732394366197","71"
"ezjqh1e7","-3.6867714","40.43853","-103.1","71"
"ezjqh443","-3.6881447","40.440933","-93.77464788732394","71"
"ezjq5cy6","-3.6936378","40.439728","-94.14084507042253","71"
"ezjqh1dv","-3.687458","40.438873","-92.83098591549296","71"
"ezjqh171","-3.6871147","40.436813","-96.84285714285714","70"
"ezjqh13d","-3.6891747","40.43698","-80.22857142857143","70"
"ezjq5fhu","-3.6956978","40.441444","-95.1","70"
"ezjq5cww","-3.6932945","40.43904","-99.81428571428572","70"
"ezjqh0sj","-3.6857414","40.43338","-100.84057971014492","70"
"ezjq5fh4","-3.6967278","40.4411","-109.02857142857142","70"
"ezjq5fnw","-3.6932945","40.441788","-87.65217391304348","69"
"ezjq5csp","-3.6967278","40.439217","-97.3768115942029","69"
"ezjqh1gn","-3.6871147","40.440414","-111.28985507246377","69"
"ezjqh149","-3.6878014","40.43544","-78.40579710144928","69"
"ezjq5ctk","-3.6950111","40.438698","-92.88235294117646","68"
"ezjq5cqq","-3.6936378","40.437668","-108.54411764705883","68"
"ezjqh40s","-3.690548","40.441444","-79.26470588235294","68"
"ezjq5cet","-3.6974144","40.438873","-81.3529411764706","68"
"ezjq5fnn","-3.6939812","40.441788","-84.04411764705883","68"
"ezjq5chj","-3.6967278","40.436127","-99.05882352941177","68"
"ezjq5crv","-3.691578","40.4375","-79.95522388059702","67"
"ezjqh1ct","-3.6891747","40.440247","-101.80597014925372","67"
"ezjq5bg8","-3.6974144","40.43389","-90.17910447761194","67"
"ezjqh1fm","-3.6881447","40.440247","-92.88059701492537","67"
"ezjq5cxe","-3.6919212","40.43853","-79.04477611940298","67"
"ezjq5fnc","-3.6929512","40.440933","-80.0909090909091","66"
"ezjq5fnb","-3.6929512","40.440758","-95.78787878787878","66"
"ezjqh15z","-3.6860847","40.43647","-92.03030303030303","66"
"ezjq5bwq","-3.6936378","40.433548","-103.64615384615385","66"
"ezjq5bvv","-3.6943245","40.434753","-95.1076923076923","65"
"ezjqh410","-3.6898613","40.440758","-91.1875","64"
"ezjqh103","-3.6908913","40.43544","-81.68852459016394","64"
"ezjqh08m","-3.6908913","40.43338","-84.75","64"
"ezjq5bud","-3.696041","40.434235","-82.3","64"
"ezjq5bwv","-3.6929512","40.43338","-99.82539682539682","63"
"ezjqh0f9","-3.6878014","40.434067","-83.82539682539682","63"
"ezjq5cu4","-3.6967278","40.439728","-99.04761904761905","63"
"ezjqh45x","-3.686428","40.441963","-103.76190476190476","63"
"ezjqh446","-3.6881447","40.4411","-91.83870967741936","62"
"ezjq5fhh","-3.6967278","40.441444","-101.30645161290323","62"
"ezjq5cqx","-3.6932945","40.437843","-92.5","62"
"ezjq5fny","-3.6929512","40.441788","-86.67213114754098","61"
"ezjq5bz5","-3.6926079","40.43441","-98.78688524590164","61"
"ezjqh0sp","-3.6857414","40.433723","-86.44262295081967","61"
"ezjqh17j","-3.6871147","40.4375","-91.77049180327869","61"
"ezjq5bzu","-3.691578","40.434578","-89.91666666666667","61"
"ezjq5ckj","-3.6967278","40.4375","-95.76666666666667","61"
"ezjqh4h0","-3.6857414","40.440758","-104.0327868852459","61"
"ezjqh1cv","-3.6888313","40.440247","-94.4","60"
"ezjqh0ff","-3.687458","40.434235","-87.8","60"
"ezjqh19g","-3.6888313","40.43853","-77.72881355932203","59"
"ezjqh15f","-3.6860847","40.435608","-87.44067796610169","59"
"ezjq5bet","-3.6974144","40.43338","-99.61016949152543","59"
"ezjqh139","-3.6891747","40.436813","-77.8135593220339","59"
"ezjq5cnm","-3.6936378","40.436127","-92.91525423728814","59"
"ezjq5fn8","-3.6932945","40.440758","-85.60344827586206","59"
"ezjq5cr3","-3.6922646","40.436813","-104.12068965517241","58"
"ezjq5ckn","-3.6967278","40.437668","-86.10344827586206","58"
"ezjqh1h4","-3.6857414","40.435608","-104.20689655172414","58"
"ezjqh0c2","-3.689518","40.43389","-95.89655172413794","58"
"ezjq5bsv","-3.6956978","40.43338","-96.94827586206897","58"
"ezjq5bym","-3.6936378","40.434753","-99.78947368421052","58"
"ezjq5c7x","-3.6974144","40.437843","-104.01754385964912","57"
"ezjq5chn","-3.6967278","40.436295","-98.9298245614035","57"
"ezjqh0c5","-3.6898613","40.43441","-92.14285714285714","57"
"ezjq5ces","-3.6974144","40.438698","-74.17857142857143","57"
"ezjq5btx","-3.6946678","40.433723","-92.05263157894737","57"
"ezjq5cnh","-3.6939812","40.43595","-87.68518518518519","57"
"ezjqh0cj","-3.6898613","40.434753","-104.78571428571429","56"
"ezjqh0c6","-3.689518","40.434235","-91.07142857142857","56"
"ezjqh41m","-3.689518","40.44162","-91.64285714285714","56"
"ezjqh1sq","-3.685398","40.43904","-94.56363636363636","55"
"ezjq5cyz","-3.6929512","40.44059","-93.77777777777777","55"
"ezjq5by4","-3.6939812","40.434235","-93.6","55"
"ezjqh1s2","-3.685398","40.43801","-87.63636363636364","55"
"ezjqh19s","-3.6891747","40.438698","-89.44444444444444","54"
"ezjqh45s","-3.686428","40.441444","-94.75925925925925","54"
"ezjq5cyr","-3.6936378","40.44059","-84.60377358490567","53"
"ezjqh1bd","-3.690548","40.439728","-80.79245283018868","53"
"ezjqh19v","-3.6888313","40.438873","-77.35849056603773","53"
"ezjqh15g","-3.6860847","40.435783","-88.01886792452831","53"
"ezjqh40u","-3.6902046","40.441444","-79.65957446808511","52"
"ezjq5cy9","-3.6932945","40.43956","-96.78846153846153","52"
"ezjq5cuu","-3.6956978","40.44007","-105.6923076923077","52"
"ezjqh1fk","-3.6881447","40.44007","-89.65384615384616","52"
"ezjqh18v","-3.6902046","40.438873","-89.26923076923077","52"
"ezjqh41j","-3.6898613","40.44162","-89.98","52"
"ezjqh0ey","-3.6860847","40.433548","-87.84313725490196","51"
"ezjq5cqd","-3.6932945","40.43698","-105.25490196078431","51"
"ezjq5cqr","-3.6936378","40.437843","-94.04","50"
"ezjq5bwz","-3.6929512","40.433723","-97.16","50"
"ezjqh16v","-3.687458","40.4375","-93.62","50"
"ezjqh08q","-3.6908913","40.433548","-89.9","50"
"ezjqh15c","-3.6860847","40.43544","-94.22","50"
"ezjqh1c2","-3.689518","40.439384","-81.72","50"
"ezjq5bv1","-3.6953545","40.434067","-89.77551020408163","50"
"ezjqh14g","-3.687458","40.435783","-87.1","50"
"ezjq5chy","-3.6956978","40.436295","-105.04","50"
"ezjqh409","-3.690548","40.440933","-77.84","50"
"ezjqh17f","-3.6860847","40.43698","-90.79591836734694","50"
"ezjqh0en","-3.6871147","40.433548","-85.78","50"
"ezjqh0g4","-3.6871147","40.434235","-91.75510204081633","49"
"ezjqh08v","-3.6902046","40.43338","-82.0","49"
"ezjqh15m","-3.6867714","40.436127","-85.61224489795919","49"
"ezjqh1f1","-3.688488","40.43956","-92.0204081632653","49"
"ezjqh451","-3.6871147","40.440933","-95.93877551020408","49"
"ezjqh1dn","-3.688488","40.43904","-88.66666666666667","48"
"ezjqh40e","-3.690548","40.441277","-78.27083333333333","48"
"ezjq5cs0","-3.6967278","40.43801","-81.39583333333333","48"
"ezjq5bzh","-3.6926079","40.434578","-100.70833333333333","48"
"ezjqh1f2","-3.6881447","40.439384","-93.125","48"
"ezjqh17g","-3.6860847","40.437157","-87.51063829787235","47"
"ezjq5bu2","-3.6963844","40.43389","-93.48936170212765","47"
"ezjqh1f4","-3.688488","40.439728","-88.19148936170212","47"
"ezjqh0cm","-3.689518","40.434753","-87.1063829787234","47"
"ezjq5f5g","-3.697071","40.441277","-103.04255319148936","47"
"ezjq5cv6","-3.6950111","40.439728","-110.1086956521739","46"
"ezjqh41p","-3.6898613","40.441963","-82.93478260869566","46"
"ezjqh13f","-3.6888313","40.43698","-99.30434782608695","46"
"ezjqh1fe","-3.6878014","40.439903","-95.6304347826087","46"
"ezjqh19u","-3.6888313","40.438698","-77.0","46"
"ezjq5cqe","-3.6932945","40.437157","-103.82222222222222","46"
"ezjq5fj0","-3.6953545","40.440758","-95.54347826086956","46"
"ezjqh1kh","-3.6857414","40.437325","-105.21739130434783","46"
"ezjq5cyh","-3.6939812","40.44007","-97.41304347826087","46"
"ezjqh1b9","-3.690548","40.43956","-78.0","46"
"ezjq5btw","-3.6946678","40.433548","-88.71739130434783","46"
"ezjqh40f","-3.6902046","40.4411","-83.5609756097561","46"
"ezjqh1f8","-3.6878014","40.439384","-94.66666666666667","45"
"ezjq5cgq","-3.6977577","40.440414","-90.33333333333333","45"
"ezjqh45r","-3.6867714","40.441963","-96.33333333333333","45"
"ezjqh0bt","-3.690548","40.434753","-96.97727272727273","45"
"ezjqh126","-3.6908913","40.43698","-86.02222222222223","45"
"ezjqh0cn","-3.6898613","40.43492","-92.37777777777778","45"
"ezjqh10q","-3.6908913","40.436295","-86.88888888888889","45"
"ezjq5ctm","-3.6950111","40.438873","-89.75555555555556","45"
"ezjq5f52","-3.6977577","40.440758","-93.06666666666666","45"
"ezjqh447","-3.6881447","40.441277","-95.20454545454545","44"
"ezjq5cug","-3.6956978","40.439903","-106.86363636363636","44"
"ezjq5cys","-3.6932945","40.44007","-100.02272727272727","44"
"ezjq5bwr","-3.6936378","40.433723","-99.69767441860465","44"
"ezjqh1cy","-3.6888313","40.440414","-101.3409090909091","44"
"ezjqh41b","-3.6888313","40.440758","-105.38636363636364","44"
"ezjqh106","-3.6908913","40.435608","-85.0909090909091","44"
"ezjq5bsn","-3.6967278","40.433548","-84.63636363636364","44"
"ezjqh1ew","-3.686428","40.43904","-91.18604651162791","43"
"ezjq5cpu","-3.691578","40.43595","-87.93023255813954","43"
"ezjq5c7y","-3.697071","40.437668","-97.81395348837209","43"
"ezjq5cqh","-3.6939812","40.437325","-101.76190476190476","43"
"ezjq5fjy","-3.6943245","40.441788","-78.23255813953489","43"
"ezjqh1fc","-3.687458","40.43956","-94.23809523809524","42"
"ezjqh167","-3.6881447","40.437157","-87.69047619047619","42"
"ezjq5byj","-3.6939812","40.434753","-96.30952380952381","42"
"ezjqh45w","-3.686428","40.441788","-102.33333333333333","42"
"ezjqh10m","-3.6908913","40.436127","-93.88095238095238","42"
"ezjq5bev","-3.697071","40.43338","-96.41463414634147","41"
"ezjqh123","-3.6908913","40.436813","-82.17073170731707","41"
"ezjqh0bw","-3.690548","40.43492","-92.45","41"
"ezjqh40b","-3.6902046","40.440758","-74.17073170731707","41"
"ezjq5c7z","-3.697071","40.437843","-93.60975609756098","41"
"ezjq5cj5","-3.6953545","40.435783","-89.39024390243902","41"
"ezjq5cr1","-3.6926079","40.436813","-98.225","40"
"ezjq5btt","-3.6946678","40.43338","-87.3","40"
"ezjqh1d6","-3.6881447","40.438354","-86.3","40"
"ezjq5cr9","-3.6919212","40.436813","-108.875","40"
"ezjqh1et","-3.686428","40.438873","-92.9","40"
"ezjqh1gd","-3.686428","40.439728","-95.07692307692308","39"
"ezjqh0bs","-3.690548","40.434578","-97.97435897435898","39"
"ezjq5cvm","-3.6950111","40.440247","-107.02631578947368","38"
"ezjq5buj","-3.6967278","40.434753","-88.02631578947368","38"
"ezjq5cgm","-3.6977577","40.440247","-93.89473684210526","38"
"ezjq5cj1","-3.6953545","40.43544","-86.3157894736842","38"
"ezjqh09m","-3.689518","40.43338","-80.76315789473684","38"
"ezjq5fpn","-3.6926079","40.441788","-82.37837837837837","37"
"ezjq5ckp","-3.6967278","40.437843","-87.08108108108108","37"
"ezjq5cjc","-3.6943245","40.43544","-86.27027027027027","37"
"ezjq5c7f","-3.697071","40.43698","-96.54054054054055","37"
"ezjqh09n","-3.6898613","40.433548","-83.54054054054055","37"
"ezjqh4hk","-3.685398","40.441444","-98.37837837837837","37"
"ezjqh4h7","-3.685398","40.441277","-91.08108108108108","37"
"ezjqh1sr","-3.685398","40.439217","-104.97222222222223","36"
"ezjqh44d","-3.6878014","40.4411","-101.11111111111111","36"
"ezjqh41n","-3.6898613","40.441788","-86.66666666666667","36"
"ezjq5csn","-3.6967278","40.43904","-91.94444444444444","36"
"ezjqh15u","-3.6860847","40.43595","-89.77777777777777","36"
"ezjqh0fd","-3.6878014","40.434235","-88.45714285714286","36"
"ezjq5f5f","-3.697071","40.4411","-95.22857142857143","35"
"ezjq5bwy","-3.6929512","40.433548","-101.4","35"
"ezjq5crj","-3.6926079","40.4375","-98.8","35"
"ezjqh45d","-3.686428","40.4411","-98.51428571428572","35"
"ezjqh1cz","-3.6888313","40.44059","-100.85714285714286","35"
"ezjq5cqs","-3.6932945","40.437325","-96.05882352941177","35"
"ezjqh449","-3.6878014","40.440933","-97.11428571428571","35"
"ezjqh1g0","-3.6871147","40.439384","-96.97058823529412","34"
"ezjq5ceu","-3.697071","40.438698","-82.17647058823529","34"
"ezjqh44g","-3.687458","40.441277","-99.54545454545455","34"
"ezjq5crc","-3.691578","40.436813","-89.08823529411765","34"
"ezjq5crq","-3.6922646","40.437668","-98.58823529411765","34"
"ezjqh0f8","-3.6878014","40.43389","-87.73529411764706","34"
"ezjq5cq7","-3.6936378","40.437157","-103.26470588235294","34"
"ezjq5cwq","-3.6936378","40.43904","-106.48484848484848","33"
"ezjq5cju","-3.6943245","40.43595","-96.48484848484848","33"
"ezjqh1bt","-3.690548","40.440247","-74.72727272727273","33"
"ezjq5bvf","-3.6943245","40.434235","-96.06060606060606","33"
"ezjq5f5k","-3.6977577","40.441444","-97.66666666666667","33"
"ezjqh163","-3.6881447","40.436813","-86.0909090909091","33"
"ezjq5cx7","-3.6922646","40.43853","-82.72727272727273","33"
"ezjq5fj3","-3.6950111","40.440933","-96.36363636363636","33"
"ezjq5csh","-3.6967278","40.438698","-85.375","32"
"ezjq5cv4","-3.6953545","40.439728","-106.9375","32"
"ezjqh1f6","-3.6881447","40.439728","-97.65625","32"
"ezjq5bu9","-3.696041","40.434067","-90.54838709677419","32"
"ezjq5cw7","-3.6936378","40.43853","-87.625","32"
"ezjq5cht","-3.696041","40.436127","-104.875","32"
"ezjqh0dv","-3.687458","40.43338","-86.1","32"
"ezjqh1fn","-3.688488","40.440414","-99.59375","32"
"ezjq5cwp","-3.6939812","40.439217","-93.6875","32"
"ezjqh13b","-3.6888313","40.436638","-85.1875","32"
"ezjqh411","-3.6898613","40.440933","-96.61290322580645","31"
"ezjq5cqn","-3.6939812","40.437668","-108.16129032258064","31"
"ezjq5fj2","-3.6950111","40.440758","-87.83870967741936","31"
"ezjq5cz9","-3.6919212","40.43956","-93.45161290322581","31"
"ezjq5cyx","-3.6932945","40.44059","-84.48387096774194","31"
"ezjq5chs","-3.696041","40.43595","-103.80645161290323","31"
"ezjqh0ck","-3.689518","40.434578","-91.70967741935483","31"
"ezjqh1k2","-3.685398","40.436638","-75.51612903225806","31"
"ezjqh41w","-3.6891747","40.441788","-90.83870967741936","31"
"ezjq5cv5","-3.6953545","40.439903","-108.03333333333333","30"
"ezjq5f56","-3.6977577","40.4411","-96.6896551724138","30"
"ezjq5bwm","-3.6936378","40.43338","-100.3","30"
"ezjqh1k3","-3.685398","40.436813","-83.33333333333333","30"
"ezjq5cyj","-3.6939812","40.440247","-97.43333333333334","30"
"ezjq5c7d","-3.6974144","40.43698","-97.55172413793103","30"
"ezjqh0b8","-3.690548","40.43389","-92.43333333333334","30"
"ezjq5cru","-3.691578","40.437325","-79.72413793103448","29"
"ezjq5ce6","-3.6977577","40.438354","-67.48275862068965","29"
"ezjqh1sk","-3.685398","40.438698","-95.20689655172414","29"
"ezjqh1f0","-3.688488","40.439384","-90.58620689655173","29"
"ezjqh1sh","-3.6857414","40.438698","-94.0","29"
"ezjqh1ff","-3.687458","40.439728","-93.82142857142857","28"
"ezjq5btj","-3.6953545","40.43338","-94.66666666666667","28"
"ezjqh44u","-3.687458","40.441444","-98.53571428571429","28"
"ezjq5cw5","-3.6939812","40.43853","-94.71428571428571","28"
"ezjqh44b","-3.687458","40.440758","-102.0","28"
"ezjq5bgt","-3.6974144","40.434753","-86.6923076923077","28"
"ezjqh17c","-3.6860847","40.436813","-86.29629629629629","27"
"ezjqh1fu","-3.687458","40.44007","-97.5925925925926","27"
"ezjqh1c8","-3.6891747","40.439384","-84.18518518518519","27"
"ezjqh1c9","-3.6891747","40.43956","-92.37037037037037","27"
"ezjqh0c0","-3.6898613","40.43389","-83.4074074074074","27"
"ezjqh166","-3.6881447","40.43698","-87.51851851851852","27"
"ezjqh1d7","-3.6881447","40.43853","-91.37037037037037","27"
"ezjq5cgk","-3.6977577","40.44007","-91.46153846153847","27"
"ezjqh1h5","-3.6857414","40.435783","-105.4074074074074","27"
"ezjqh1g6","-3.6867714","40.439728","-96.96153846153847","26"
"ezjq5cjj","-3.6953545","40.436127","-97.1923076923077","26"
"ezjqh4hm","-3.685398","40.44162","-93.03846153846153","26"
"ezjqh1sn","-3.6857414","40.43904","-100.38461538461539","26"
"ezjq5cwh","-3.6939812","40.438698","-109.03846153846153","26"
"ezjqh09p","-3.6898613","40.433723","-82.61538461538461","26"
"ezjqh408","-3.690548","40.440758","-78.26923076923077","26"
"ezjqh151","-3.6871147","40.43544","-88.92307692307692","26"
"ezjq5bxn","-3.6926079","40.433548","-97.24","25"
"ezjq5cz7","-3.6922646","40.439903","-98.6","25"
"ezjqh10w","-3.690548","40.436295","-96.08","25"
"ezjq5byh","-3.6939812","40.434578","-94.64","25"
"ezjqh1br","-3.6908913","40.44059","-82.4","25"
"ezjqh1u2","-3.685398","40.439384","-110.08","25"
"ezjqh45q","-3.6867714","40.441788","-95.8","25"
"ezjq5cy7","-3.6936378","40.439903","-92.92","25"
"ezjq5btn","-3.6953545","40.433548","-90.69565217391305","24"
"ezjq5ce8","-3.6974144","40.43801","-83.95833333333333","24"
"ezjq5f53","-3.6977577","40.440933","-94.45833333333333","24"
"ezjqh45e","-3.686428","40.441277","-96.875","24"
"ezjq5bsy","-3.6956978","40.433548","-96.08333333333333","24"
"ezjq5cvh","-3.6953545","40.44007","-104.58333333333333","24"
"ezjq5crg","-3.691578","40.437157","-77.66666666666667","24"
"ezjqh1s5","-3.6857414","40.43853","-102.45833333333333","24"
"ezjqh10e","-3.690548","40.435783","-92.82608695652173","23"
"ezjqh44f","-3.687458","40.4411","-98.4090909090909","23"
"ezjq5bgf","-3.697071","40.434235","-80.81818181818181","23"
"ezjqh1fj","-3.688488","40.440247","-97.08695652173913","23"
"ezjq5f5q","-3.6977577","40.441788","-96.73913043478261","23"
"ezjq5bg9","-3.6974144","40.434067","-81.52173913043478","23"
"ezjq5f57","-3.6977577","40.441277","-95.31818181818181","22"
"ezjq5cqm","-3.6936378","40.4375","-103.68181818181819","22"
"ezjqh1d4","-3.688488","40.438354","-83.5909090909091","22"
"ezjq5cr7","-3.6922646","40.437157","-101.45454545454545","22"
"ezjq5czk","-3.6922646","40.44007","-96.0","22"
"ezjqh40v","-3.6902046","40.44162","-81.57142857142857","22"
"ezjqh148","-3.6878014","40.435265","-80.95454545454545","22"
"ezjqh14b","-3.687458","40.435265","-91.45454545454545","22"
"ezjq5cjg","-3.6943245","40.435783","-94.72727272727273","22"
"ezjq5cz3","-3.6922646","40.43956","-96.9090909090909","22"
"ezjqh0gh","-3.6871147","40.434578","-94.0909090909091","22"
"ezjqh1bw","-3.690548","40.440414","-77.95454545454545","22"
"ezjq5csj","-3.6967278","40.438873","-93.2","21"
"ezjq5fnp","-3.6939812","40.441963","-90.0","21"
"ezjq5cqt","-3.6932945","40.4375","-97.52380952380952","21"
"ezjq5bsq","-3.6963844","40.433548","-84.38095238095238","21"
"ezjq5cjf","-3.6943245","40.435608","-83.85714285714286","21"
"ezjq5f5m","-3.6977577","40.44162","-92.61904761904762","21"
"ezjq5cq6","-3.6936378","40.43698","-94.42857142857143","21"
"ezjq5bsw","-3.696041","40.433548","-95.42857142857143","21"
"ezjqh1uh","-3.6857414","40.44007","-101.9047619047619","21"
"ezjq5bzj","-3.6926079","40.434753","-97.57142857142857","21"
"ezjqh403","-3.6908913","40.440933","-76.47619047619048","21"
"ezjq5bu5","-3.6967278","40.43441","-85.33333333333333","21"
"ezjqh1k6","-3.685398","40.43698","-84.04761904761905","21"
"ezjqh1u1","-3.6857414","40.43956","-100.9047619047619","21"
"ezjq5fh1","-3.6967278","40.440933","-102.61904761904762","21"
"ezjqh173","-3.6867714","40.436813","-87.9047619047619","21"
"ezjq5crh","-3.6926079","40.437325","-90.14285714285714","21"
"ezjq5by6","-3.6936378","40.434235","-99.9047619047619","21"
"ezjq5fn9","-3.6932945","40.440933","-81.52380952380952","21"
"ezjq5fpp","-3.6926079","40.441963","-80.0","20"
"ezjq5chc","-3.6956978","40.43544","-91.6","20"
"ezjqh14j","-3.688488","40.436127","-104.4","20"
"ezjqh1f3","-3.6881447","40.43956","-96.95","20"
"ezjqh1u0","-3.6857414","40.439384","-102.65","20"
"ezjqh13c","-3.6888313","40.436813","-87.95","20"
"ezjq5by7","-3.6936378","40.43441","-99.6","20"
"ezjq5crw","-3.6919212","40.437668","-79.95","20"
"ezjqh1up","-3.6857414","40.44059","-94.3","20"
"ezjqh1gw","-3.686428","40.440414","-97.7","20"
"ezjqh450","-3.6871147","40.440758","-102.1","20"
"ezjqh44c","-3.687458","40.440933","-99.36842105263158","19"
"ezjqh1sj","-3.6857414","40.438873","-95.26315789473684","19"
"ezjqh1kk","-3.685398","40.437325","-98.3157894736842","19"
"ezjq5cg7","-3.6977577","40.439903","-92.73684210526316","19"
